         2442696 function calls (2427279 primitive calls) in 1.390 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 collections.py:1701(CircleCollection)
        1    0.000    0.000    0.000    0.000 gridspec.py:25(GridSpecBase)
        1    0.000    0.000    0.000    0.000 dviread.py:773(PsfontsMap)
        1    0.000    0.000    0.000    0.000 pyplot.py:294(_warn_if_gui_out_of_main_thread)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:1835(NoNorm)
        1    0.000    0.000    0.000    0.000 ticker.py:1933(MaxNLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1093(TransformedBbox)
        1    0.000    0.000    0.000    0.000 dispatcher.py:300(dispatch)
        6    0.000    0.000    0.000    0.000 __init__.py:623(clear)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
       11    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        3    0.000    0.000    0.000    0.000 8085Assembler.py:166(returnRegisterValue)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1245(List)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       18    0.000    0.000    0.000    0.000 markers.py:285(get_capstyle)
        7    0.000    0.000    0.000    0.000 transforms.py:1030(minposx)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2486(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
       18    0.000    0.000    0.000    0.000 markers.py:288(get_marker)
       30    0.000    0.000    0.000    0.000 transforms.py:1375(depth)
        1    0.000    0.000    0.000    0.000 transforms.py:81(TransformNode)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:445(InstructionDecoder)
        9    0.000    0.000    0.000    0.000 spines.py:582(__iter__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        3    0.000    0.000    0.000    0.000 markers.py:432(_half_fill)
        1    0.000    0.000    0.000    0.000 core.py:29(__getattr__)
        3    0.000    0.000    0.000    0.000 core.py:1818(_check_mask_axis)
        1    0.000    0.000    0.000    0.000 inspect.py:2742(Signature)
        4    0.000    0.000    0.000    0.000 os.py:752(decode)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       18    0.000    0.000    0.000    0.000 {method 'get_methods' of 'gi.EnumInfo' objects}
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1362(MouseButton)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        8    0.000    0.000    0.000    0.000 ticker.py:244(set_locs)
        1    0.000    0.000    0.000    0.000 mathtext.py:190(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1571(addCondition)
        2    0.000    0.000    0.000    0.000 patches.py:735(get_path)
       12    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:975(TiffImageFile)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        7    0.000    0.000    0.000    0.000 enum.py:398(__members__)
        1    0.000    0.000    0.000    0.000 transforms.py:2181(BlendedGenericTransform)
        3    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
       14    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
       18    0.000    0.000    0.000    0.000 artist.py:590(get_url)
        4    0.000    0.000    0.001    0.000 spines.py:219(clear)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1843(Arc)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1891(_MathStyle)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
       18    0.000    0.000    0.000    0.000 lines.py:869(get_drawstyle)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3590(parseImpl)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        3    0.000    0.000    0.000    0.000 extras.py:297(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        1    0.000    0.000    0.000    0.000 colors.py:553(Colormap)
        5    0.000    0.000    0.000    0.000 version.py:98(_compare)
        1    0.000    0.000    0.000    0.000 __init__.py:67(register)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 backend_tools.py:703(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:829(ToolPan)
        9    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
        1    0.000    0.000    0.000    0.000 figure.py:116(SubplotParams)
        2    0.000    0.000    0.000    0.000 transforms.py:1601(transform_path)
        1    0.000    0.000    0.000    0.000 signal.py:51(getsignal)
       24    0.000    0.000    0.000    0.000 type_check.py:117(_real_dispatcher)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        1    0.000    0.000    0.000    0.000 {built-in method gi._gi.register_foreign}
        1    0.000    0.000    0.000    0.000 Gtk.py:173(Container)
        3    0.000    0.000    0.000    0.000 text.py:524(set_clip_box)
        2    0.000    0.000    0.000    0.000 Image.py:2490(_check_size)
        1    0.000    0.000    0.000    0.000 __init__.py:853(Handler)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:128(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(__init__)
        9    0.000    0.000    0.000    0.000 pathlib.py:102(join_parsed_parts)
        3    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 quiver.py:910(Barbs)
        3    0.000    0.000    0.000    0.000 transforms.py:1408(contains_branch_seperately)
        2    0.000    0.000    0.000    0.000 figure.py:2362(axes)
        3    0.000    0.000    0.000    0.000 8085Assembler.py:1069(getValueOfRegister)
        1    0.000    0.000    0.000    0.000 offsetbox.py:571(DrawingArea)
        2    0.000    0.000    0.000    0.000 cm.py:135(__iter__)
        1    0.000    0.000    0.000    0.000 collections.py:1519(EventCollection)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 cm.py:501(set_clim)
        1    0.000    0.000    0.000    0.000 patches.py:927(StepPatch)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 font_manager.py:596(FontProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:553(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:61(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2236(_Base)
        7    0.000    0.000    0.000    0.000 Image.py:2984(register_mime)
        2    0.000    0.000    0.000    0.000 _base.py:2417(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 pathlib.py:619(__getitem__)
       24    0.000    0.000    0.000    0.000 bezier.py:225(control_points)
        4    0.000    0.000    0.000    0.000 dataclasses.py:351(<listcomp>)
        7    0.000    0.000    0.000    0.000 transforms.py:1041(minposy)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:744(MUL)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        2    0.000    0.000    0.000    0.000 path.py:723(unit_rectangle)
        1    0.000    0.000    0.000    0.000 offsetbox.py:185(OffsetBox)
        1    0.000    0.000    0.000    0.000 Gtk.py:530(Dialog)
        1    0.000    0.000    0.000    0.000 __init__.py:27(classproperty)
        3    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        3    0.000    0.000    0.000    0.000 legend_handler.py:453(__init__)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:1915(shape)
        1    0.000    0.000    0.000    0.000 8085Assembler.py:663(__init__)
        1    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        1    0.000    0.000    0.000    0.000 _signalhelper.py:20(<module>)
       24    0.000    0.000    0.000    0.000 type_check.py:163(_imag_dispatcher)
       11    0.000    0.000    0.000    0.000 dataclasses.py:603(_is_initvar)
        1    0.000    0.000    0.000    0.000 patches.py:1801(Circle)
        1    0.000    0.000    0.000    0.000 gridspec.py:333(__init__)
       16    0.000    0.000    0.000    0.000 function_base.py:1148(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 _base.py:1109(_gen_axes_patch)
        1    0.000    0.000    0.000    0.000 axis3d.py:519(XAxis)
        1    0.000    0.000    0.000    0.000 _signalhelper.py:73(BoundSignal)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _base.py:3799(set_ylabel)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6912(TestParseResultsAsserts)
        2    0.000    0.000    0.000    0.000 axis.py:1868(<listcomp>)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        3    0.000    0.000    0.000    0.000 _base.py:3860(get_ybound)
        1    0.000    0.000    0.000    0.000 legend_handler.py:545(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 gridspec.py:229(_normalize)
        2    0.000    0.000    0.000    0.000 transforms.py:2194(__init__)
        3    0.000    0.000    0.000    0.000 six.py:80(_import_module)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:51(literal_eval)
        2    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:447(_ThetaShift)
        1    0.000    0.000    0.000    0.000 cm.py:101(ColormapRegistry)
        1    0.000    0.000    0.000    0.000 collections.py:1857(TriMesh)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6699(unicode_set)
       12    0.000    0.000    0.000    0.000 axis.py:1512(set_units)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        5    0.000    0.000    0.000    0.000 version.py:74(__lt__)
        1    0.000    0.000    0.000    0.000 Gio.py:234(Settings)
        1    0.000    0.000    0.000    0.000 offsetbox.py:498(PaddedBox)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 extras.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:706(_WedgeBbox)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2418(cumsum)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 widgets.py:64(Widget)
        3    0.000    0.000    0.000    0.000 8085Assembler.py:614(isRegisterValid)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        1    0.000    0.000    0.000    0.000 subprocess.py:911(__exit__)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2029(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:563(Stack)
        1    0.000    0.000    0.000    0.000 GLib.py:514(Source)
        1    0.000    0.000    0.000    0.000 colors.py:1991(LightSource)
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 art3d.py:160(Line3D)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        4    0.000    0.000    0.000    0.000 axis.py:1015(_set_artist_props)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5145(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1517(Hrule)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:289(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:1548(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 ast.py:347(NodeVisitor)
        1    0.000    0.000    0.000    0.000 figure.py:293(get_children)
        1    0.000    0.000    0.000    0.000 __init__.py:2256(_make_class_factory)
       16    0.000    0.000    0.000    0.000 scale.py:97(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1311(EngFormatter)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
